Date,Model,Region,Units_Sold,Price_Per_Unit,Revenue,Expenses,Profit
2024-09-13,iPhone 15 Pro,South,17,120000,2040000,1338193.1470859682,701806.8529140318
2024-09-13,iPhone 15 Pro,East,1,70000,70000,44725.571307435275,25274.428692564725
2024-09-13,iPhone 15,West,5,70000,350000,286984.2479617271,63015.75203827291
2024-09-14,iPhone 13,South,5,80000,400000,328385.7263599959,71614.2736400041
2024-09-14,iPhone 14,East,15,70000,1050000,752760.2575993607,297239.74240063934
2024-09-14,iPhone 15,West,12,90000,1080000,886926.6334472382,193073.36655276176
2024-09-14,iPhone 13,East,7,90000,630000,448988.0827213132,181011.91727868677
2024-09-14,iPhone 15,South,8,120000,960000,644260.87773691,315739.12226309
2024-09-14,iPhone 13,South,16,80000,1280000,921184.538204912,358815.461795088
2024-09-14,iPhone 14,East,18,120000,2160000,1545225.6376116278,614774.3623883722
2024-09-14,iPhone 15 Pro,East,3,70000,210000,148062.21322207665,61937.78677792335
2024-09-14,iPhone 15 Pro,West,4,80000,320000,218868.34526886654,101131.65473113346
2024-09-15,iPhone 15 Pro,South,15,80000,1200000,959269.6657603565,240730.33423964353
2024-09-15,iPhone 15,South,3,80000,240000,184766.84014899586,55233.15985100414
2024-09-15,iPhone 13,South,13,70000,910000,656612.4766382643,253387.52336173574
2024-09-15,iPhone 15,West,11,120000,1320000,1097118.326839165,222881.67316083494
2024-09-15,iPhone 15,East,1,70000,70000,52228.223803780726,17771.776196219274
2024-09-15,iPhone 14,West,6,80000,480000,294745.14694394666,185254.85305605334
2024-09-15,iPhone 15 Pro,South,10,90000,900000,552788.7887429594,347211.2112570406
2024-09-16,iPhone 15,West,10,80000,800000,646275.256742874,153724.74325712596
2024-09-16,iPhone 13,East,4,90000,360000,285096.6728867438,74903.32711325621
2024-09-16,iPhone 15,South,15,120000,1800000,1090055.220194831,709944.779805169
2024-09-16,iPhone 14,South,2,120000,240000,188449.05947592692,51550.940524073085
2024-09-16,iPhone 15,North,5,80000,400000,277699.38292104553,122300.61707895447
2024-09-16,iPhone 14,North,12,80000,960000,587047.9526740124,372952.0473259876
2024-09-16,iPhone 15,East,18,90000,1620000,1255705.3332499464,364294.66675005364
2024-09-17,iPhone 14,West,2,90000,180000,126156.93638762271,53843.063612377286
2024-09-17,iPhone 14,North,16,120000,1920000,1312534.1697015958,607465.8302984042
2024-09-17,iPhone 13,West,14,70000,980000,692945.8195342219,287054.1804657781
2024-09-17,iPhone 13,West,17,120000,2040000,1277924.9866424897,762075.0133575103
2024-09-17,iPhone 14,West,3,90000,270000,218141.17561889446,51858.82438110554
2024-09-17,iPhone 14,South,6,70000,420000,301511.3206957157,118488.67930428428
2024-09-18,iPhone 15,East,5,80000,400000,291525.5364112577,108474.4635887423
2024-09-18,iPhone 15 Pro,North,13,90000,1170000,733538.4246016945,436461.57539830555
2024-09-19,iPhone 14,East,17,90000,1530000,1295017.253806874,234982.74619312608
2024-09-19,iPhone 14,East,9,80000,720000,482752.49888567615,237247.50111432385
2024-09-19,iPhone 15 Pro,West,13,90000,1170000,927236.499837021,242763.500162979
2024-09-19,iPhone 14,West,1,80000,80000,64543.57413316025,15456.425866839752
2024-09-19,iPhone 15 Pro,West,6,90000,540000,374933.5727901174,165066.4272098826
2024-09-19,iPhone 13,North,6,120000,720000,577070.0799685476,142929.92003145244
2024-09-19,iPhone 13,North,13,120000,1560000,1187017.177366652,372982.82263334794
2024-09-19,iPhone 13,West,13,120000,1560000,1013862.7274807203,546137.2725192797
2024-09-19,iPhone 15 Pro,North,1,80000,80000,48458.43146299273,31541.568537007268
2024-09-19,iPhone 13,South,16,120000,1920000,1316196.862066114,603803.1379338859
2024-09-20,iPhone 13,North,13,70000,910000,606969.1921009452,303030.80789905484
2024-09-20,iPhone 14,East,5,120000,600000,380826.2463821978,219173.75361780223
2024-09-20,iPhone 15,South,12,70000,840000,607196.8884708051,232803.11152919487
2024-09-20,iPhone 14,North,5,120000,600000,449844.99544858135,150155.00455141865
2024-09-20,iPhone 15 Pro,West,2,90000,180000,139436.92290271676,40563.07709728324
2024-09-20,iPhone 14,South,6,80000,480000,381571.32663349464,98428.67336650536
2024-09-20,iPhone 15,North,18,70000,1260000,810451.0653714489,449548.9346285511
2024-09-20,iPhone 13,North,16,90000,1440000,1181538.1861077475,258461.8138922525
2024-09-20,iPhone 15 Pro,West,6,90000,540000,441708.38848241593,98291.61151758407
2024-09-21,iPhone 15 Pro,North,4,70000,280000,232218.48482649238,47781.51517350762
2024-09-21,iPhone 14,North,19,90000,1710000,1033538.8894198781,676461.1105801219
2024-09-21,iPhone 15,West,14,120000,1680000,1031942.7697528708,648057.2302471292
2024-09-21,iPhone 13,North,16,80000,1280000,849541.6395662021,430458.36043379793
2024-09-21,iPhone 15,West,17,80000,1360000,823841.5515790572,536158.4484209428
2024-09-21,iPhone 15 Pro,West,18,70000,1260000,1011017.4671882201,248982.53281177988
2024-09-21,iPhone 13,South,13,70000,910000,712970.5434518221,197029.45654817787
2024-09-21,iPhone 13,East,2,90000,180000,112419.40000719886,67580.59999280114
2024-09-22,iPhone 14,East,12,90000,1080000,798620.5392651528,281379.46073484723
2024-09-22,iPhone 13,North,3,90000,270000,220208.05880756164,49791.94119243836
2024-09-22,iPhone 15 Pro,East,9,70000,630000,432407.36849003093,197592.63150996907
2024-09-22,iPhone 15,West,14,120000,1680000,1302200.5372698596,377799.4627301404
2024-09-22,iPhone 14,West,3,90000,270000,200049.89981072795,69950.10018927205
2024-09-22,iPhone 14,North,3,90000,270000,188200.8977373214,81799.10226267861
2024-09-22,iPhone 14,West,10,80000,800000,599412.4041885774,200587.59581142257
2024-09-22,iPhone 13,South,17,120000,2040000,1372259.4765112349,667740.5234887651
2024-09-23,iPhone 15,South,14,80000,1120000,924467.3607770421,195532.6392229579
2024-09-23,iPhone 15,East,16,120000,1920000,1207073.2614052389,712926.7385947611
2024-09-23,iPhone 15,West,12,70000,840000,708046.6269700935,131953.37302990654
2024-09-23,iPhone 13,West,15,120000,1800000,1436842.006076177,363157.9939238231
2024-09-23,iPhone 15 Pro,North,12,70000,840000,686425.7179287588,153574.28207124118
2024-09-23,iPhone 15 Pro,North,19,120000,2280000,1679302.3481641249,600697.6518358751
2024-09-23,iPhone 15,North,12,80000,960000,613222.6250065702,346777.37499342975
2024-09-24,iPhone 14,North,18,70000,1260000,869793.6537906855,390206.34620931454
2024-09-24,iPhone 15 Pro,North,16,90000,1440000,1119231.052538162,320768.9474618379
2024-09-24,iPhone 14,North,7,70000,490000,415996.06878056517,74003.93121943483
2024-09-24,iPhone 14,East,5,90000,450000,342872.5231446755,107127.47685532452
2024-09-24,iPhone 15,South,7,80000,560000,416561.72971429315,143438.27028570685
2024-09-24,iPhone 14,East,2,120000,240000,186039.46973327122,53960.530266728776
2024-09-24,iPhone 15 Pro,North,8,90000,720000,556330.1209612143,163669.8790387857
2024-09-25,iPhone 15 Pro,North,16,70000,1120000,767692.1286435976,352307.8713564024
2024-09-25,iPhone 15 Pro,South,1,90000,90000,75114.49167222231,14885.508327777687
2024-09-25,iPhone 15,North,17,120000,2040000,1253901.075140294,786098.9248597061
2024-09-25,iPhone 13,South,3,120000,360000,275591.4613968824,84408.53860311757
2024-09-25,iPhone 13,South,17,90000,1530000,928908.3239210695,601091.6760789305
2024-09-25,iPhone 14,East,11,120000,1320000,884841.7333950601,435158.26660493994
2024-09-25,iPhone 15,West,7,80000,560000,427295.95700732473,132704.04299267527
2024-09-26,iPhone 14,South,13,80000,1040000,761134.6718450224,278865.32815497764
2024-09-26,iPhone 15,West,9,90000,810000,638725.8778417835,171274.12215821655
2024-09-26,iPhone 15 Pro,North,19,70000,1330000,922345.111209713,407654.88879028696
2024-09-26,iPhone 14,East,8,80000,640000,439988.56540342525,200011.43459657475
2024-09-26,iPhone 15 Pro,North,14,120000,1680000,1151699.3532647565,528300.6467352435
2024-09-27,iPhone 14,East,16,70000,1120000,736955.7957954328,383044.20420456724
2024-09-27,iPhone 13,North,17,120000,2040000,1394316.2968775888,645683.7031224112
2024-09-27,iPhone 15,North,4,90000,360000,259370.21081433957,100629.78918566043
2024-09-28,iPhone 15,East,6,80000,480000,358938.6005547287,121061.3994452713
2024-09-28,iPhone 15 Pro,South,3,80000,240000,179990.47326858685,60009.52673141315
2024-09-28,iPhone 13,South,1,90000,90000,72375.27163370827,17624.728366291733
2024-09-28,iPhone 13,North,2,80000,160000,122245.4817632808,37754.5182367192
2024-09-28,iPhone 15 Pro,East,5,120000,600000,424884.67489026475,175115.32510973525
2024-09-28,iPhone 15,West,17,90000,1530000,1086350.7595162587,443649.2404837413
2024-09-28,iPhone 13,East,14,90000,1260000,955721.6466252868,304278.3533747132
2024-09-28,iPhone 15,East,4,70000,280000,234966.20618969493,45033.79381030507
2024-09-29,iPhone 15,North,18,90000,1620000,1079297.0089200742,540702.9910799258
2024-09-29,iPhone 15 Pro,North,4,80000,320000,246698.79022571415,73301.20977428585
2024-09-29,iPhone 15,East,1,90000,90000,55396.018359491165,34603.981640508835
2024-09-29,iPhone 14,South,11,70000,770000,547327.0382116719,222672.96178832813
2024-09-29,iPhone 15,North,13,120000,1560000,954925.1211149103,605074.8788850897
2024-09-29,iPhone 15,East,13,70000,910000,671429.2909640397,238570.70903596026
2024-09-29,iPhone 14,South,12,120000,1440000,1014697.8668418893,425302.13315811066
2024-09-29,iPhone 14,South,15,90000,1350000,931104.6548336045,418895.34516639553
2024-09-29,iPhone 14,East,4,90000,360000,232482.1834414593,127517.81655854071
2024-09-29,iPhone 13,North,12,90000,1080000,687886.642579655,392113.35742034495
2024-09-29,iPhone 15,North,14,90000,1260000,1019517.3561210346,240482.6438789654
2024-09-30,iPhone 15 Pro,East,19,120000,2280000,1534956.2350255148,745043.7649744852
2024-09-30,iPhone 15 Pro,North,5,70000,350000,221183.01124458114,128816.98875541886
2024-09-30,iPhone 15,West,10,70000,700000,581566.8921524328,118433.10784756718
2024-09-30,iPhone 15,East,5,80000,400000,309426.49300626136,90573.50699373864
2024-09-30,iPhone 15 Pro,West,5,80000,400000,307799.80152425845,92200.19847574155
2024-09-30,iPhone 15,North,7,80000,560000,463193.3642700717,96806.63572992833
2024-10-01,iPhone 14,South,19,90000,1710000,1224861.7553207127,485138.2446792873
2024-10-01,iPhone 15,South,3,80000,240000,172082.0815753636,67917.91842463639
2024-10-01,iPhone 13,West,11,120000,1320000,1077277.3781938832,242722.62180611677
2024-10-01,iPhone 15,West,8,80000,640000,490442.0678915936,149557.93210840638
2024-10-01,iPhone 15,East,9,90000,810000,525664.1174785253,284335.88252147473
2024-10-01,iPhone 15 Pro,West,1,120000,120000,77165.65582667288,42834.34417332712
2024-10-01,iPhone 15 Pro,South,17,90000,1530000,1174255.561733678,355744.438266322
2024-10-01,iPhone 15 Pro,South,12,90000,1080000,916532.7034163157,163467.29658368428
2024-10-02,iPhone 14,West,15,80000,1200000,742830.3167500087,457169.68324999127
2024-10-02,iPhone 13,North,6,90000,540000,435133.34219438577,104866.65780561423
2024-10-02,iPhone 15 Pro,North,17,90000,1530000,963611.1785796173,566388.8214203827
2024-10-02,iPhone 15 Pro,West,5,80000,400000,277432.55646128533,122567.44353871467
2024-10-02,iPhone 15,West,12,120000,1440000,1127891.4411405234,312108.5588594766
2024-10-03,iPhone 13,North,15,120000,1800000,1407919.1618139087,392080.8381860913
2024-10-03,iPhone 13,West,4,80000,320000,198485.9932917839,121514.0067082161
2024-10-03,iPhone 15 Pro,North,6,120000,720000,541720.9479428657,178279.05205713434
2024-10-03,iPhone 14,North,8,70000,560000,345731.091512127,214268.90848787298
2024-10-03,iPhone 13,West,11,80000,880000,747173.2616957445,132826.73830425553
2024-10-04,iPhone 15,East,12,120000,1440000,982208.8026478868,457791.1973521132
2024-10-04,iPhone 15 Pro,South,4,80000,320000,256657.02644132022,63342.973558679776
2024-10-04,iPhone 13,South,9,90000,810000,671326.7265634746,138673.27343652537
2024-10-04,iPhone 15 Pro,South,12,80000,960000,774233.6807000369,185766.31929996307
2024-10-04,iPhone 15,East,13,80000,1040000,706106.1062473138,333893.8937526862
2024-10-05,iPhone 15 Pro,West,4,90000,360000,226097.87080235078,133902.12919764922
2024-10-05,iPhone 14,West,4,80000,320000,222810.0056735378,97189.99432646221
2024-10-05,iPhone 14,West,15,80000,1200000,770310.8327969181,429689.1672030819
2024-10-05,iPhone 15,South,8,80000,640000,514499.4833664619,125500.51663353812
2024-10-05,iPhone 13,North,13,120000,1560000,1185063.9056499458,374936.09435005416
2024-10-05,iPhone 13,South,16,70000,1120000,849935.2443530167,270064.7556469833
2024-10-06,iPhone 15,West,5,80000,400000,274186.5371936694,125813.46280633059
2024-10-06,iPhone 13,West,1,70000,70000,56395.9362343748,13604.0637656252
2024-10-06,iPhone 13,West,5,120000,600000,441801.74760023167,158198.25239976833
2024-10-06,iPhone 14,North,5,120000,600000,405968.6597025676,194031.34029743238
2024-10-06,iPhone 13,North,14,80000,1120000,852731.1591450869,267268.8408549131
2024-10-06,iPhone 15 Pro,North,6,70000,420000,275995.14050920814,144004.85949079186
2024-10-06,iPhone 15 Pro,East,16,70000,1120000,822230.0166151989,297769.9833848011
2024-10-06,iPhone 13,West,13,90000,1170000,785301.6568020139,384698.34319798613
2024-10-06,iPhone 15 Pro,South,15,80000,1200000,955451.1749347906,244548.8250652094
2024-10-06,iPhone 15 Pro,East,14,120000,1680000,1020303.3561022556,659696.6438977444
2024-10-07,iPhone 15,North,13,70000,910000,771513.1284644974,138486.8715355026
2024-10-07,iPhone 15 Pro,South,5,80000,400000,277433.7062960196,122566.2937039804
2024-10-07,iPhone 15,East,11,80000,880000,556832.2635527669,323167.7364472331
2024-10-07,iPhone 15,North,5,120000,600000,365427.7196299387,234572.2803700613
2024-10-07,iPhone 15 Pro,East,3,90000,270000,175231.97111498678,94768.02888501322
2024-10-07,iPhone 15,South,17,120000,2040000,1559762.1170145008,480237.8829854992
2024-10-07,iPhone 14,East,19,90000,1710000,1118282.8849994314,591717.1150005686
2024-10-07,iPhone 15 Pro,West,16,80000,1280000,884426.4672858833,395573.53271411674
2024-10-07,iPhone 13,North,19,90000,1710000,1435667.1060317624,274332.89396823756
2024-10-08,iPhone 13,East,9,120000,1080000,810972.5184597342,269027.48154026584
2024-10-08,iPhone 13,South,16,120000,1920000,1365994.455394406,554005.5446055939
2024-10-08,iPhone 13,South,16,70000,1120000,785756.9441566842,334243.0558433158
2024-10-08,iPhone 15 Pro,North,2,70000,140000,105708.05183871645,34291.94816128355
2024-10-09,iPhone 15,South,17,70000,1190000,745578.034214364,444421.965785636
2024-10-09,iPhone 13,North,10,80000,800000,507277.07858673536,292722.92141326464
2024-10-09,iPhone 15,South,1,70000,70000,51140.06578294551,18859.93421705449
2024-10-09,iPhone 14,North,10,70000,700000,514109.8861140567,185890.1138859433
2024-10-09,iPhone 15,South,13,120000,1560000,1252059.8737666616,307940.1262333384
2024-10-09,iPhone 15 Pro,East,1,90000,90000,72955.49416228409,17044.505837715915
2024-10-09,iPhone 14,North,14,90000,1260000,830074.0045526513,429925.9954473487
2024-10-09,iPhone 15 Pro,South,10,70000,700000,499749.8389024449,200250.16109755507
2024-10-09,iPhone 15 Pro,East,12,120000,1440000,924436.4043898246,515563.5956101754
2024-10-09,iPhone 15,West,8,70000,560000,373686.1016240362,186313.8983759638
2024-10-09,iPhone 15,South,4,80000,320000,230355.6982989605,89644.30170103951
2024-10-09,iPhone 14,South,13,80000,1040000,740163.1023881582,299836.8976118418
2024-10-10,iPhone 14,South,16,120000,1920000,1209930.4645661954,710069.5354338046
2024-10-10,iPhone 15 Pro,West,2,70000,140000,95926.72212721105,44073.27787278895
2024-10-10,iPhone 14,East,15,80000,1200000,848052.4228106933,351947.5771893067
2024-10-10,iPhone 13,North,2,70000,140000,97635.83369535199,42364.16630464801
2024-10-10,iPhone 15,West,13,80000,1040000,810354.0595566201,229645.94044337992
2024-10-11,iPhone 15,East,10,90000,900000,581388.2338861399,318611.76611386007
2024-10-11,iPhone 15,South,4,70000,280000,177836.660692606,102163.339307394
2024-10-11,iPhone 14,West,13,80000,1040000,749343.2295763647,290656.77042363526
2024-10-11,iPhone 15 Pro,North,15,80000,1200000,989063.4725489842,210936.52745101578
2024-10-11,iPhone 15 Pro,West,5,90000,450000,380870.92765157233,69129.07234842767
2024-10-11,iPhone 15 Pro,East,4,70000,280000,176499.10357183678,103500.89642816322
2024-10-11,iPhone 15,North,18,80000,1440000,1144743.3291669542,295256.67083304585
2024-10-11,iPhone 15 Pro,North,1,90000,90000,65484.10549617821,24515.894503821793
2024-10-11,iPhone 15,South,12,70000,840000,681411.37104015,158588.62895984994
2024-10-11,iPhone 15,East,12,90000,1080000,759176.4285611219,320823.5714388781
2024-10-11,iPhone 14,South,1,80000,80000,55739.22159035474,24260.77840964526
2024-10-12,iPhone 14,North,18,80000,1440000,1210703.0805946873,229296.91940531274
2024-10-12,iPhone 15 Pro,West,16,120000,1920000,1310052.3500267796,609947.6499732204
2024-10-12,iPhone 15 Pro,West,10,80000,800000,579912.4622280471,220087.53777195292
2024-10-12,iPhone 13,South,7,80000,560000,401397.2329770395,158602.76702296053
2024-10-12,iPhone 15 Pro,East,4,70000,280000,178344.88934348224,101655.11065651776
2024-10-12,iPhone 14,East,12,70000,840000,656056.0485759847,183943.95142401534
2024-10-13,iPhone 14,North,1,90000,90000,68699.03050708838,21300.969492911623
2024-10-13,iPhone 14,North,6,70000,420000,304657.1950312867,115342.80496871332
2024-10-13,iPhone 14,West,10,90000,900000,574424.0520025892,325575.9479974108
2024-10-13,iPhone 15,West,14,120000,1680000,1283456.558401027,396543.441598973
2024-10-14,iPhone 15,West,14,120000,1680000,1040284.1834203369,639715.8165796631
2024-10-14,iPhone 14,South,3,80000,240000,196439.96553227364,43560.034467726364
2024-10-14,iPhone 13,North,5,120000,600000,408757.7285414381,191242.27145856188
2024-10-14,iPhone 15 Pro,East,7,80000,560000,448124.1478670851,111875.85213291488
2024-10-14,iPhone 15,East,15,80000,1200000,780890.824249255,419109.175750745
